Price,Close,High,Low,Open,Volume
Ticker,AAVE-USD,AAVE-USD,AAVE-USD,AAVE-USD,AAVE-USD
Date,,,,,
2022-01-01,265.4998474121094,265.4998474121094,251.4924774169922,255.03244018554688,306858423
2022-01-02,266.02618408203125,268.2060852050781,253.8250274658203,265.59405517578125,322358186
2022-01-03,267.053955078125,284.6518859863281,263.7008056640625,265.98883056640625,574902168
2022-01-04,252.842041015625,269.0031433105469,251.32412719726562,267.0079040527344,444758231
2022-01-05,231.4190673828125,258.7471618652344,218.3442840576172,252.96131896972656,436111110
2022-01-06,221.66018676757812,232.4508514404297,217.7309112548828,231.38108825683594,523846703
2022-01-07,210.54322814941406,221.91172790527344,201.35691833496094,221.63673400878906,405512260
2022-01-08,212.12887573242188,230.33499145507812,201.79188537597656,210.66017150878906,507748197
2022-01-09,210.32261657714844,218.69479370117188,209.46771240234375,212.14112854003906,292581523
2022-01-10,199.9176483154297,212.98623657226562,189.46998596191406,210.28562927246094,352323697
2022-01-11,213.23130798339844,216.5532684326172,197.69630432128906,199.8959503173828,270565715
2022-01-12,218.57379150390625,222.18618774414062,211.42233276367188,213.22874450683594,267978950
2022-01-13,209.4081573486328,221.05352783203125,208.6676788330078,218.5696258544922,324923926
2022-01-14,224.1970977783203,226.39955139160156,206.03846740722656,209.47154235839844,359468867
2022-01-15,239.4390869140625,243.1891632080078,222.98269653320312,224.20867919921875,432533589
2022-01-16,241.74761962890625,244.66458129882812,231.5718231201172,239.29647827148438,333448922
2022-01-17,226.93194580078125,243.4944610595703,221.96595764160156,241.90072631835938,351558593
2022-01-18,232.46575927734375,240.0948944091797,223.860595703125,226.9374542236328,546952886
2022-01-19,211.25152587890625,235.5902862548828,211.01612854003906,232.45541381835938,329946754
2022-01-20,198.5961151123047,220.6316375732422,198.5835418701172,211.21034240722656,190061350
2022-01-21,170.32049560546875,200.27459716796875,165.42596435546875,198.66542053222656,442176398
2022-01-22,146.41726684570312,174.54454040527344,138.7176971435547,170.47589111328125,406373628
2022-01-23,158.03140258789062,162.58566284179688,146.1366424560547,146.51576232910156,288347106
2022-01-24,151.99839782714844,158.33753967285156,131.9022216796875,158.10142517089844,348471105
2022-01-25,152.03585815429688,155.8611297607422,146.43031311035156,151.98240661621094,225848942
2022-01-26,146.6052703857422,162.44517517089844,143.27455139160156,152.01976013183594,270906239
2022-01-27,144.45619201660156,150.7174835205078,137.98399353027344,146.5745391845703,189772612
2022-01-28,149.13661193847656,150.4791717529297,140.1199188232422,144.4231719970703,185515739
2022-01-29,153.7234649658203,156.7358856201172,148.18809509277344,149.12355041503906,137148270
2022-01-30,148.95172119140625,155.08383178710938,146.72862243652344,153.7727508544922,124358224
2022-01-31,157.60316467285156,158.35107421875,142.31961059570312,148.9451141357422,150029245
